id,timestamp,test_field,_rid,_self,_etag,_attachments,_ts,route_origin,route_destination,traffic_route,traffic_duration,weather_temperature,weather_conditions,weather_rain,weather_snow,new_field_1,new_field_2,new_field_3,array_field,nested_field.sub_field_1,nested_field.sub_field_2,nested_field.sub_field_3,traffic_data.route,traffic_data.duration_in_traffic,weather_data.temperature,weather_data.weather_conditions,weather_data.rain,weather_data.snow,air_quality_data.air_quality_index,air_quality_data.components.co,air_quality_data.components.no,air_quality_data.components.no2,air_quality_data.components.o3,air_quality_data.components.so2,air_quality_data.components.pm2_5,air_quality_data.components.pm10,air_quality_data.components.nh3,route_name
data-2024-12-09T18:09:48.090621-Route 2,2024-12-09T18:09:48.090631,,hCl+AN3ccB-2CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-2CAAAAAAAAA==/,"""9c08d167-0000-1100-0000-6757326c0000""",attachments/,1733767788,,,,,,,,,,,,,,,,M4,3011,280.88,Clouds,0,0,2,257.02,0,7.97,66.52,2.24,1.1,3.59,0.38,Route 2
data-2024-12-09T18:09:48.462866-Route 3,2024-12-09T18:09:48.462876,,hCl+AN3ccB-3CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-3CAAAAAAAAA==/,"""9c08fd67-0000-1100-0000-6757326c0000""",attachments/,1733767788,,,,,,,,,,,,,,,,A102,1849,281.15,Clouds,0,0,2,257.02,0,9.43,65.8,2.98,1.17,3.61,0.4,Route 3
data-2024-12-09T18:39:49.593569-Route 1,2024-12-09T18:39:49.593579,,hCl+AN3ccB-4CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-4CAAAAAAAAA==/,"""9e0861bf-0000-1100-0000-675739750000""",attachments/,1733769589,,,,,,,,,,,,,,,,A40,1787,281.23,Clouds,0,0,2,257.02,0,9.34,67.95,3.13,1.33,4.38,0.39,Route 1
data-2024-12-09T18:39:50.481868-Route 2,2024-12-09T18:39:50.481878,,hCl+AN3ccB-5CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-5CAAAAAAAAA==/,"""9e08a2bf-0000-1100-0000-675739760000""",attachments/,1733769590,,,,,,,,,,,,,,,,M4,2525,280.86,Clouds,0,0,2,257.02,0,7.8,68.67,2.35,1.25,4.44,0.37,Route 2
data-2024-12-09T18:39:50.969894-Route 3,2024-12-09T18:39:50.969905,,hCl+AN3ccB-6CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-6CAAAAAAAAA==/,"""9e08f1bf-0000-1100-0000-675739760000""",attachments/,1733769590,,,,,,,,,,,,,,,,A102,1788,281.11,Clouds,0,0,2,257.02,0,9.34,67.95,3.13,1.33,4.38,0.39,Route 3
data-2024-12-09T19:09:52.146286-Route 1,2024-12-09T19:09:52.146296,,hCl+AN3ccB-7CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-7CAAAAAAAAA==/,"""a00869fe-0000-1100-0000-675740800000""",attachments/,1733771392,,,,,,,,,,,,,,,,A40,1618,281.04,Rain,0.17,0,2,257.02,0,9.34,67.95,3.13,1.33,4.38,0.39,Route 1
data-2024-12-09T19:09:52.908961-Route 2,2024-12-09T19:09:52.908971,,hCl+AN3ccB-8CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-8CAAAAAAAAA==/,"""a008acfe-0000-1100-0000-675740800000""",attachments/,1733771392,,,,,,,,,,,,,,,,M4,2186,280.92,Rain,0.21,0,2,257.02,0,7.8,68.67,2.35,1.25,4.44,0.37,Route 2
data-2024-12-09T19:09:53.212686-Route 3,2024-12-09T19:09:53.212698,,hCl+AN3ccB-9CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-9CAAAAAAAAA==/,"""a008c0fe-0000-1100-0000-675740810000""",attachments/,1733771393,,,,,,,,,,,,,,,,A102,1344,280.83,Rain,0.24,0,2,257.02,0,9.34,67.95,3.13,1.33,4.38,0.39,Route 3
data-2024-12-09T19:39:54.461254-Route 1,2024-12-09T19:39:54.461265,,hCl+AN3ccB-+CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB-+CAAAAAAAAA==/,"""a3086317-0000-1100-0000-6757478a0000""",attachments/,1733773194,,,,,,,,,,,,,,,,A40,1641,281.09,Rain,0.21,0,2,257.02,0,8.74,68.67,3.19,1.39,4.94,0.39,Route 1
data-2024-12-09T19:39:55.246465-Route 2,2024-12-09T19:39:55.246474,,hCl+AN3ccB--CAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB--CAAAAAAAAA==/,"""a3088b17-0000-1100-0000-6757478b0000""",attachments/,1733773195,,,,,,,,,,,,,,,,M4,1924,280.81,Rain,0.18,0,2,253.68,0,7.03,69.38,2.33,1.32,5.13,0.36,Route 2
data-2024-12-09T19:39:55.530755-Route 3,2024-12-09T19:39:55.530766,,hCl+AN3ccB8ACQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8ACQAAAAAAAA==/,"""a308a117-0000-1100-0000-6757478b0000""",attachments/,1733773195,,,,,,,,,,,,,,,,A102,1196,280.91,Clouds,0,0,2,257.02,0,8.74,68.67,3.19,1.39,4.94,0.39,Route 3
data-2024-12-09T20:09:56.677946-Route 1,2024-12-09T20:09:56.677956,,hCl+AN3ccB8BCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8BCQAAAAAAAA==/,"""a5087930-0000-1100-0000-67574e940000""",attachments/,1733774996,,,,,,,,,,,,,,,,A4 and A315,1574,280.98,Clouds,0,0,2,257.02,0,8.74,68.67,3.19,1.39,4.94,0.39,Route 1
data-2024-12-09T20:09:57.547360-Route 2,2024-12-09T20:09:57.547371,,hCl+AN3ccB8CCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8CCQAAAAAAAA==/,"""a5089d30-0000-1100-0000-67574e950000""",attachments/,1733774997,,,,,,,,,,,,,,,,M4,1758,280.76,Clouds,0,0,2,253.68,0,7.03,69.38,2.33,1.32,5.13,0.36,Route 2
data-2024-12-09T20:09:57.793942-Route 3,2024-12-09T20:09:57.793952,,hCl+AN3ccB8DCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8DCQAAAAAAAA==/,"""a508a830-0000-1100-0000-67574e950000""",attachments/,1733774997,,,,,,,,,,,,,,,,A102,1157,280.8,Clouds,0,0,2,257.02,0,8.74,68.67,3.19,1.39,4.94,0.39,Route 3
data-2024-12-09T20:40:00.089299-Route 1,2024-12-09T20:40:00.089309,,hCl+AN3ccB8ECQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8ECQAAAAAAAA==/,"""a708113f-0000-1100-0000-675755a00000""",attachments/,1733776800,,,,,,,,,,,,,,,,A4 and A315,1529,280.95,Clouds,0,0,2,257.02,0,7.8,67.95,3.04,1.39,5.34,0.38,Route 1
data-2024-12-09T20:40:00.831279-Route 2,2024-12-09T20:40:00.831288,,hCl+AN3ccB8FCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8FCQAAAAAAAA==/,"""a708313f-0000-1100-0000-675755a00000""",attachments/,1733776800,,,,,,,,,,,,,,,,M4,1760,280.59,Clouds,0,0,2,253.68,0,6,69.38,2.18,1.32,5.61,0.35,Route 2
data-2024-12-09T20:40:01.150328-Route 3,2024-12-09T20:40:01.150338,,hCl+AN3ccB8GCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8GCQAAAAAAAA==/,"""a7084c3f-0000-1100-0000-675755a10000""",attachments/,1733776801,,,,,,,,,,,,,,,,A102,1175,280.8,Clouds,0,0,2,257.02,0,7.8,67.95,3.04,1.39,5.34,0.38,Route 3
data-2024-12-09T21:10:02.447067-Route 1,2024-12-09T21:10:02.447076,,hCl+AN3ccB8HCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8HCQAAAAAAAA==/,"""a908673c-0000-1100-0000-67575caa0000""",attachments/,1733778602,,,,,,,,,,,,,,,,A4 and A315,1441,280.92,Clouds,0,0,2,257.02,0,7.8,67.95,3.04,1.39,5.34,0.38,Route 1
data-2024-12-09T21:10:03.133016-Route 2,2024-12-09T21:10:03.133026,,hCl+AN3ccB8ICQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8ICQAAAAAAAA==/,"""a908883c-0000-1100-0000-67575cab0000""",attachments/,1733778603,,,,,,,,,,,,,,,,M4,1720,280.54,Clouds,0,0,2,253.68,0,6,69.38,2.18,1.32,5.61,0.35,Route 2
data-2024-12-09T21:10:03.424243-Route 3,2024-12-09T21:10:03.424253,,hCl+AN3ccB8JCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8JCQAAAAAAAA==/,"""a908a33c-0000-1100-0000-67575cab0000""",attachments/,1733778603,,,,,,,,,,,,,,,,A102,1041,280.8,Clouds,0,0,2,257.02,0,7.8,67.95,3.04,1.39,5.34,0.38,Route 3
data-2024-12-09T21:40:04.610465-Route 1,2024-12-09T21:40:04.610475,,hCl+AN3ccB8KCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8KCQAAAAAAAA==/,"""ab081329-0000-1100-0000-675763b40000""",attachments/,1733780404,,,,,,,,,,,,,,,,A4 and A315,1391,280.71,Clouds,0,0,2,257.02,0,7.37,67.23,2.98,1.38,5.21,0.37,Route 1
data-2024-12-09T21:40:05.346498-Route 2,2024-12-09T21:40:05.346507,,hCl+AN3ccB8LCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8LCQAAAAAAAA==/,"""ab083629-0000-1100-0000-675763b50000""",attachments/,1733780405,,,,,,,,,,,,,,,,M4,1692,280.3,Clouds,0,0,2,250.34,0,5.4,69.38,2.06,1.3,5.53,0.34,Route 2
data-2024-12-09T21:40:05.662275-Route 3,2024-12-09T21:40:05.662285,,hCl+AN3ccB8MCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8MCQAAAAAAAA==/,"""ab083d29-0000-1100-0000-675763b50000""",attachments/,1733780405,,,,,,,,,,,,,,,,A102,1010,280.56,Clouds,0,0,2,257.02,0,7.37,67.23,2.98,1.38,5.21,0.37,Route 3
data-2024-12-09T22:10:07.019747-Route 1,2024-12-09T22:10:07.019757,,hCl+AN3ccB8NCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8NCQAAAAAAAA==/,"""ac0818fa-0000-1100-0000-67576abf0000""",attachments/,1733782207,,,,,,,,,,,,,,,,A4 and A315,1511,280.59,Clouds,0,0,2,257.02,0,7.37,67.23,2.98,1.38,5.21,0.37,Route 1
data-2024-12-09T22:10:07.706285-Route 2,2024-12-09T22:10:07.706295,,hCl+AN3ccB8OCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8OCQAAAAAAAA==/,"""ac083cfa-0000-1100-0000-67576abf0000""",attachments/,1733782207,,,,,,,,,,,,,,,,Western Ave/A40,1721,280.3,Clouds,0,0,2,250.34,0,5.4,69.38,2.06,1.3,5.53,0.34,Route 2
data-2024-12-09T22:10:08.014429-Route 3,2024-12-09T22:10:08.014440,,hCl+AN3ccB8PCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8PCQAAAAAAAA==/,"""ac0867fa-0000-1100-0000-67576ac00000""",attachments/,1733782208,,,,,,,,,,,,,,,,A102,1028,280.46,Clouds,0,0,2,257.02,0,7.37,67.23,2.98,1.38,5.21,0.37,Route 3
data-2024-12-09T22:40:09.183934-Route 1,2024-12-09T22:40:09.183944,,hCl+AN3ccB8QCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8QCQAAAAAAAA==/,"""ae08fdbc-0000-1100-0000-675771c90000""",attachments/,1733784009,,,,,,,,,,,,,,,,A4 and A315,1448,280.49,Clouds,0,0,2,253.68,0,6.43,68.67,2.59,1.29,4.65,0.33,Route 1
data-2024-12-09T22:40:09.911672-Route 2,2024-12-09T22:40:09.911682,,hCl+AN3ccB8RCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8RCQAAAAAAAA==/,"""ae081dbd-0000-1100-0000-675771c90000""",attachments/,1733784009,,,,,,,,,,,,,,,,Western Ave/A40,1691,280.23,Clouds,0,0,2,247,0,4.76,70.81,1.83,1.22,5,0.33,Route 2
data-2024-12-09T22:40:10.182518-Route 3,2024-12-09T22:40:10.182529,,hCl+AN3ccB8SCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8SCQAAAAAAAA==/,"""ae0840bd-0000-1100-0000-675771ca0000""",attachments/,1733784010,,,,,,,,,,,,,,,,A102,979,280.38,Clouds,0,0,2,253.68,0,6.43,68.67,2.59,1.29,4.65,0.33,Route 3
data-2024-12-09T23:10:11.823159-Route 1,2024-12-09T23:10:11.823169,,hCl+AN3ccB8TCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8TCQAAAAAAAA==/,"""b008636c-0000-1100-0000-675778d40000""",attachments/,1733785812,,,,,,,,,,,,,,,,A4 and A315,1355,280.39,Clouds,0,0,2,253.68,0,6.43,68.67,2.59,1.29,4.65,0.33,Route 1
data-2024-12-09T23:10:12.602727-Route 2,2024-12-09T23:10:12.602737,,hCl+AN3ccB8UCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8UCQAAAAAAAA==/,"""b0088a6c-0000-1100-0000-675778d40000""",attachments/,1733785812,,,,,,,,,,,,,,,,Western Ave/A40,1714,280.18,Clouds,0,0,2,247,0,4.76,70.81,1.83,1.22,5,0.33,Route 2
data-2024-12-09T23:10:12.922694-Route 3,2024-12-09T23:10:12.922704,,hCl+AN3ccB8VCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8VCQAAAAAAAA==/,"""b0089d6c-0000-1100-0000-675778d40000""",attachments/,1733785812,,,,,,,,,,,,,,,,A102,1007,280.19,Clouds,0,0,2,253.68,0,6.43,68.67,2.59,1.29,4.65,0.33,Route 3
data-2024-12-09T23:40:14.142615-Route 1,2024-12-09T23:40:14.142625,,hCl+AN3ccB8WCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8WCQAAAAAAAA==/,"""b30843f8-0000-1100-0000-67577fde0000""",attachments/,1733787614,,,,,,,,,,,,,,,,A4 and A315,1222,280.17,Clouds,0,0,2,247,0,4.71,69.38,2,1.15,4.13,0.29,Route 1
data-2024-12-09T23:40:14.880275-Route 2,2024-12-09T23:40:14.880284,,hCl+AN3ccB8XCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8XCQAAAAAAAA==/,"""b308aff8-0000-1100-0000-67577fde0000""",attachments/,1733787614,,,,,,,,,,,,,,,,The Pkwy/A312,1854,279.91,Clouds,0,0,2,243.66,0,3.6,72.24,1.46,1.11,4.39,0.29,Route 2
data-2024-12-09T23:40:15.146003-Route 3,2024-12-09T23:40:15.146012,,hCl+AN3ccB8YCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8YCQAAAAAAAA==/,"""b308f8f8-0000-1100-0000-67577fdf0000""",attachments/,1733787615,,,,,,,,,,,,,,,,A102,982,279.83,Clouds,0,0,2,247,0,4.71,69.38,2,1.15,4.13,0.29,Route 3
data-2024-12-10T00:10:16.579578-Route 1,2024-12-10T00:10:16.579586,,hCl+AN3ccB8ZCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8ZCQAAAAAAAA==/,"""b60838ba-0000-1100-0000-675786e80000""",attachments/,1733789416,,,,,,,,,,,,,,,,A4 and A315,1257,279.94,Clouds,0,0,2,247,0,4.71,69.38,2,1.15,4.13,0.29,Route 1
data-2024-12-10T00:10:17.402023-Route 2,2024-12-10T00:10:17.402032,,hCl+AN3ccB8aCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8aCQAAAAAAAA==/,"""b6084dba-0000-1100-0000-675786e90000""",attachments/,1733789417,,,,,,,,,,,,,,,,Western Ave/A40,1708,279.84,Clouds,0,0,2,243.66,0,3.6,72.24,1.46,1.11,4.39,0.29,Route 2
data-2024-12-10T00:10:17.719507-Route 3,2024-12-10T00:10:17.719517,,hCl+AN3ccB8bCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8bCQAAAAAAAA==/,"""b6085eba-0000-1100-0000-675786e90000""",attachments/,1733789417,,,,,,,,,,,,,,,,A102,968,279.95,Clouds,0,0,2,247,0,4.71,69.38,2,1.15,4.13,0.29,Route 3
data-2024-12-10T00:40:19.185309-Route 1,2024-12-10T00:40:19.185318,,hCl+AN3ccB8cCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8cCQAAAAAAAA==/,"""b808665a-0000-1100-0000-67578df30000""",attachments/,1733791219,,,,,,,,,,,,,,,,A4 and A315,1129,279.82,Clouds,0,0,2,247,0,4.07,68.67,1.91,1.12,3.89,0.28,Route 1
data-2024-12-10T00:40:19.884246-Route 2,2024-12-10T00:40:19.884255,,hCl+AN3ccB8dCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8dCQAAAAAAAA==/,"""b808865a-0000-1100-0000-67578df30000""",attachments/,1733791219,,,,,,,,,,,,,,,,Western Ave/A40,1662,279.79,Clouds,0,0,2,243.66,0,3.13,70.81,1.37,1.1,4.26,0.29,Route 2
data-2024-12-10T00:40:20.174327-Route 3,2024-12-10T00:40:20.174337,,hCl+AN3ccB8eCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8eCQAAAAAAAA==/,"""b808935a-0000-1100-0000-67578df40000""",attachments/,1733791220,,,,,,,,,,,,,,,,A102,946,279.5,Rain,0.27,0,2,247,0,4.07,68.67,1.91,1.12,3.89,0.28,Route 3
data-2024-12-10T01:10:21.306008-Route 1,2024-12-10T01:10:21.306017,,hCl+AN3ccB8fCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8fCQAAAAAAAA==/,"""b908cbfd-0000-1100-0000-675794fd0000""",attachments/,1733793021,,,,,,,,,,,,,,,,A4 and A315,1095,279.71,Clouds,0,0,2,247,0,4.07,68.67,1.91,1.12,3.89,0.28,Route 1
data-2024-12-10T01:10:22.004005-Route 2,2024-12-10T01:10:22.004014,,hCl+AN3ccB8gCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8gCQAAAAAAAA==/,"""b908e2fd-0000-1100-0000-675794fe0000""",attachments/,1733793022,,,,,,,,,,,,,,,,Western Ave/A40,1683,279.75,Clouds,0,0,2,243.66,0,3.13,70.81,1.37,1.1,4.26,0.29,Route 2
data-2024-12-10T01:10:22.285627-Route 3,2024-12-10T01:10:22.285636,,hCl+AN3ccB8hCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8hCQAAAAAAAA==/,"""b908ecfd-0000-1100-0000-675794fe0000""",attachments/,1733793022,,,,,,,,,,,,,,,,A102,1000,279.33,Rain,0.15,0,2,247,0,4.07,68.67,1.91,1.12,3.89,0.28,Route 3
data-2024-12-10T01:40:23.529237-Route 1,2024-12-10T01:40:23.529248,,hCl+AN3ccB8iCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8iCQAAAAAAAA==/,"""bb08a9a4-0000-1100-0000-67579c070000""",attachments/,1733794823,,,,,,,,,,,,,,,,A4 and A315,1066,279.57,Clouds,0,0,2,247,0,3.81,67.95,1.91,1.09,3.82,0.28,Route 1
data-2024-12-10T01:40:24.343424-Route 2,2024-12-10T01:40:24.343433,,hCl+AN3ccB8jCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8jCQAAAAAAAA==/,"""bb08bfa4-0000-1100-0000-67579c080000""",attachments/,1733794824,,,,,,,,,,,,,,,,Western Ave/A40,1704,279.54,Clouds,0,0,2,247,0,2.96,69.38,1.4,1.1,4.19,0.29,Route 2
data-2024-12-10T01:40:24.667825-Route 3,2024-12-10T01:40:24.667833,,hCl+AN3ccB8kCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8kCQAAAAAAAA==/,"""bb08d2a4-0000-1100-0000-67579c080000""",attachments/,1733794824,,,,,,,,,,,,,,,,A102,969,279.29,Clouds,0,0,2,247,0,3.81,67.95,1.91,1.09,3.82,0.28,Route 3
data-2024-12-10T02:10:25.891901-Route 1,2024-12-10T02:10:25.891909,,hCl+AN3ccB8lCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8lCQAAAAAAAA==/,"""c008644d-0000-1100-0000-6757a3120000""",attachments/,1733796626,,,,,,,,,,,,,,,,A4 and A315,1027,279.37,Clouds,0,0,2,247,0,3.81,67.95,1.91,1.09,3.82,0.28,Route 1
data-2024-12-10T02:10:26.709160-Route 2,2024-12-10T02:10:26.709170,,hCl+AN3ccB8mCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8mCQAAAAAAAA==/,"""c0088e4d-0000-1100-0000-6757a3120000""",attachments/,1733796626,,,,,,,,,,,,,,,,Western Ave/A40,1688,279.27,Clouds,0,0,2,247,0,2.96,69.38,1.4,1.1,4.19,0.29,Route 2
data-2024-12-10T02:10:26.977485-Route 3,2024-12-10T02:10:26.977494,,hCl+AN3ccB8nCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8nCQAAAAAAAA==/,"""c008a14d-0000-1100-0000-6757a3120000""",attachments/,1733796626,,,,,,,,,,,,,,,,A102,903,279.18,Clouds,0,0,2,247,0,3.81,67.95,1.91,1.09,3.82,0.28,Route 3
data-2024-12-10T02:40:28.303330-Route 1,2024-12-10T02:40:28.303340,,hCl+AN3ccB8oCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8oCQAAAAAAAA==/,"""c10874f7-0000-1100-0000-6757aa1c0000""",attachments/,1733798428,,,,,,,,,,,,,,,,A4 and A315,1043,279.45,Clouds,0,0,2,247,0,3.73,67.23,1.97,1.06,3.67,0.27,Route 1
data-2024-12-10T02:40:29.045317-Route 2,2024-12-10T02:40:29.045327,,hCl+AN3ccB8pCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8pCQAAAAAAAA==/,"""c10895f7-0000-1100-0000-6757aa1d0000""",attachments/,1733798429,,,,,,,,,,,,,,,,Western Ave/A40,1665,279.26,Clouds,0,0,2,247,0,2.87,67.95,1.45,1.07,4,0.28,Route 2
data-2024-12-10T02:40:29.315013-Route 3,2024-12-10T02:40:29.315022,,hCl+AN3ccB8qCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8qCQAAAAAAAA==/,"""c108a4f7-0000-1100-0000-6757aa1d0000""",attachments/,1733798429,,,,,,,,,,,,,,,,A102,923,279.21,Drizzle,0.21,0,2,247,0,3.73,67.23,1.97,1.06,3.67,0.27,Route 3
data-2024-12-10T03:10:30.613136-Route 1,2024-12-10T03:10:30.613146,,hCl+AN3ccB8rCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8rCQAAAAAAAA==/,"""c308c093-0000-1100-0000-6757b1260000""",attachments/,1733800230,,,,,,,,,,,,,,,,A4 and A315,1023,279.27,Drizzle,0,0,2,247,0,3.73,67.23,1.97,1.06,3.67,0.27,Route 1
data-2024-12-10T03:10:31.347183-Route 2,2024-12-10T03:10:31.347192,,hCl+AN3ccB8sCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8sCQAAAAAAAA==/,"""c308e593-0000-1100-0000-6757b1270000""",attachments/,1733800231,,,,,,,,,,,,,,,,Western Ave/A40,1609,279.19,Clouds,0,0,2,247,0,2.87,67.95,1.45,1.07,4,0.28,Route 2
data-2024-12-10T03:10:31.646163-Route 3,2024-12-10T03:10:31.646180,,hCl+AN3ccB8tCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8tCQAAAAAAAA==/,"""c3080394-0000-1100-0000-6757b1270000""",attachments/,1733800231,,,,,,,,,,,,,,,,A102,920,279.09,Drizzle,0,0,2,247,0,3.73,67.23,1.97,1.06,3.67,0.27,Route 3
data-2024-12-10T03:40:33.065871-Route 1,2024-12-10T03:40:33.065881,,hCl+AN3ccB8uCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8uCQAAAAAAAA==/,"""c508f135-0000-1100-0000-6757b8310000""",attachments/,1733802033,,,,,,,,,,,,,,,,A4 and A315,1028,279.25,Drizzle,0,0,2,247,0,3.64,66.52,2.03,1.04,3.6,0.27,Route 1
data-2024-12-10T03:40:33.849901-Route 2,2024-12-10T03:40:33.849911,,hCl+AN3ccB8vCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8vCQAAAAAAAA==/,"""c5082036-0000-1100-0000-6757b8310000""",attachments/,1733802033,,,,,,,,,,,,,,,,Western Ave/A40,1641,279.09,Clouds,0,0,2,247,0,2.83,67.23,1.48,1.04,3.8,0.28,Route 2
data-2024-12-10T03:40:34.125036-Route 3,2024-12-10T03:40:34.125046,,hCl+AN3ccB8wCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8wCQAAAAAAAA==/,"""c5083536-0000-1100-0000-6757b8320000""",attachments/,1733802034,,,,,,,,,,,,,,,,A102,922,279.09,Drizzle,0,0,2,247,0,3.64,66.52,2.03,1.04,3.6,0.27,Route 3
data-2024-12-10T04:10:35.246267-Route 1,2024-12-10T04:10:35.246275,,hCl+AN3ccB8xCQAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8xCQAAAAAAAA==/,"""c60883e3-0000-1100-0000-6757bf3b0000""",attachments/,1733803835,,,,,,,,,,,,,,,,A4 and A315,1020,279.35,Clouds,0,0,2,247,0,3.64,66.52,2.03,1.04,3.6,0.27,Route 1
